abandon,freedom from artificial constraint
compromise,a settlement by arbitration or by mutual consent reached by concession on both sides
comrade,"a mate , companion , or associate"
concealment,a secret place
conceit,a quip
concentration,"the process of becoming concentrated , or the state of being concentrated"
concept,a notion
conception,the state of being conceived
concern,that which affects the welfare or happiness
concert,accordance in a scheme
concession,an acknowledgment or admission
conclusion,close
concrete,a term designating both a quality and the subject in which it exists
condemnation,the state of being condemned
condition,that which must exist as the occasion or concomitant of something else
conduct,guidance
conductor,a leader
conference,serious conversation or discussion
confession,acknowledgment of belief
confidence,such assurance as leads to a feeling of security
confine,limit
confinement,restraint within limits
confirmation,"a rite supplemental to baptism , by which a person is admitted , through the laying on of the hands of a bishop , to the full privileges of the church , as in the roman catholic , the episcopal church , etc"
conflict,fighting
conformity,resemblance
confusion,perturbation
congregation,a body of people who habitually so meet
conjecture,guess
conjunction,union
connection,the act or process of bringing two things into contact
connexion,connection
conscience,the moral faculty passing judgment on one ' s self
consciousness,"immediate knowledge or perception of the presence of any object , state , or sensation"
consent,agreement
consequence,any conclusion which results from reason or argument
consequent,"a conclusion , or inference"
conservative,one who holds moderate opinions in politics
consideration,continuous careful thought
consolation,the act of consoling
console,the keyboard and monitor of a computer considered together
conspiracy,a combination of people for an evil purpose
constancy,freedom from change
constant,that which is invariable
consternation,"terror , combined with amazement"
constitutional,a walk or other exercise taken for one ' s health or constitution
constitution,conformation
construction,the act of devising and forming
consul,"an official commissioned to reside in some foreign country , to care for the commercial interests of the citizens of the appointing government , and to protect its seamen"
consultation,the act of consulting or conferring
consumption,pulmonary phthisis
contact,a close union or junction of bodies
contemplation,musing
contemporary,a person of nearly the same age as another
contempt,disdain
contentment,content
content,the thing or things held by a receptacle or included within specified limits
contest,encounter
continent,one of the grand divisions of land on the globe
continuance,"a holding on , or remaining in a particular state"
continuation,prolongation
contract,"an agreement in which a party undertakes to do , or not to do , a particular thing"
contradiction,denial of the truth of a statement or assertion
contradictory,contrariety
contrast,"unlikeness , especially as shown by juxtaposition or comparison"
contribution,the act of contributing
contrivance,disposition of parts or causes by design
control,power or authority to check or restrain
controversy,quarrel
convenience,ease
convent,a monastery or nunnery
convention,the state of being together
conversation,informal dialogue
converse,chat
conversion,the state of being so changed
convert,a person who is converted from one opinion or practice to another
conveyance,the instrument or means of carrying or transporting anything from place to place
convict,a criminal sentenced to penal servitude
conviction,"the act or process of finding guilty , or the state of being found guilty of any crime by a legal tribunal"
cook,one whose occupation is to prepare food for the table
cool,a moderate state of cold
coolness,calmness
