abandon,freedom from artificial constraint
conservative,"one who , or that which , preserves from ruin , injury , innovation , or radical change"
consideration,examination
consolation,refreshment of spirit
console,a bracket whose projection is not more than half its height
conspiracy,"an agreement , between two or more persons , to commit a crime in concert , as treason"
constancy,fidelity
constant,that which is not subject to change
consternation,dismay
constitutional,a walk or other exercise taken for one ' s health or constitution
constitution,structure
construction,the arrangement and connection of words in a sentence
consul,"an official commissioned to reside in some foreign country , to care for the commercial interests of the citizens of the appointing government , and to protect its seamen"
consultation,the act of consulting or conferring
consumption,loss
contact,the plane between two adjacent bodies of dissimilar rock
contemplation,the act of the mind in considering with attention
contemporary,one who lives at the same time with another
contempt,the state of being despised
content,area or quantity of space or matter contained within certain limits
contentment,the state of being contented or satisfied
contest,combat
continent,the main land
continuance,stay
continuation,that act or state of continuing
contract,"a formal writing which contains the agreement of parties , with the terms and conditions , and which serves as a proof of the obligation"
contradiction,denial of the truth of a statement or assertion
contradictory,contrariety
contrast,comparison by contrariety of qualities
contribution,the act of contributing
contrivance,a scheme
control,power or authority to check or restrain
controversy,agitation of contrary opinions
convenience,propriety
convent,a monastery or nunnery
convention,"a meeting or an assembly of persons , especially of delegates or representatives , to accomplish some specific object , -- civil , social , political , or ecclesiastical"
conversation,close acquaintance
converse,familiar communion
conversion,transmutation
convert,a person who is converted from one opinion or practice to another
conveyance,transmission
convict,a criminal sentenced to penal servitude
conviction,a judgment of condemnation entered by a court having jurisdiction
cook,one whose occupation is to prepare food for the table
cool,coolness
coolness,calmness
copper,"a common metal of a reddish color , both ductile and malleable , and very tenacious"
copy,"a pattern , model , or example"
copyright,"the right of an author or his assignee , under statute , to print and publish his literary or artistic work , exclusively of all other persons"
coral,the ovaries of a cooked lobster
cord,"a string , or small rope , composed of several strands twisted together"
cordial,a liqueur
core,a miner ' s underground working time or shift
cork,"a mass of tabular cells formed in any kind of bark , in greater or less abundance"
corn,"a single seed of certain plants , as wheat , rye , barley , and maize"
corner,any quarter or part
corporal,a communion cloth
corporation,"a body politic or corporate , formed and authorized by law to act as a single person , and endowed by law with the capacity of succession"
corpse,the dead body of a human being
correction,change for the better
correspondence,relation
correspondent,one who carries on commercial intercourse by letter or telegram with a person or firm at a distance
corridor,a gallery or passageway leading to several apartments of a house
corruption,"the act of corrupting or making putrid , or state of being corrupt or putrid"
cost,expenses incurred in litigation
costume,"such an arrangement of accessories , as in a picture , statue , poem , or play , as is appropriate to the time , place , or other circumstances represented or described"
