cylinder,a solid body which may be generated by the rotation of a parallelogram round one its sides
dainty,a term of fondness
dainty,that which is delicious or delicate
dame,a lady
damp,dejection
damsel,a girl
damsel,an attachment to a millstone spindle for shaking the hopper
daring,boldness
dark,a place where there is little or no light
dark,darkness
darkness,a state of privacy
dark,secrecy
dark,the condition of ignorance
dash,a sudden check
date,"the point of time at which a transaction or event takes place , or is appointed to take place"
daughter,a woman
dawn,rise
daylight,the light of day as opposed to the darkness of night
day,sunshine
day,"those hours , or the daily recurring period , allotted by usage or law for work"
dead,the most quiet or deathlike time
deal,an indefinite quantity degree or extent degree or extent
dealer,one who deals
dealing,"distribution of anything , as of cards to the players"
dealing,traffic
dealing,transaction
deal,the portion disturbed
death,extinction
death,manner of dying
debate,contention in words or arguments
debate,strife in argument
deceit,deception
deceit,fraud
decency,proper formality
decency,"the quality or state of being decent , suitable , or becoming , in words or behavior"
decision,"act of settling or terminating , as a controversy , by giving judgment on the matter at issue"
decision,"an account or report of a conclusion , especially of a legal adjudication or judicial determination of a question or cause"
deck,larger ships have two or three decks
declaration,announcement
declaration,avowal
declaration,proclamation
declaration,that which is declared or proclaimed
decline,a falling off
decline,a tendency to a worse state
decline,the period when a thing is tending toward extinction or a less perfect state
decoration,nament
deed,an action
deep,an abyss
defense,protecting plea
deference,respect
deference,submission in opinion
deficiency,imperfection
deficiency,shortcoming
degradation,diminution
degradation,"the state of being reduced in rank , character , or reputation"
degree,"one of a series of progressive steps upward or downward , in quality , rank , acquirement , and the like"
deity,the collection of attributes which make up the nature of a god
delay,stop
delicacy,"and hence , in an exaggerated sense , effeminacy"
delicacy,elegance
delicacy,softness
delight,a high degree of gratification of mind
delirium,"a roving or wandering of the mind , -- usually dependent on a fever or some other disease , and so distinguished from mania , or madness"
delivery,the act or style of utterance
demand,a claiming or challenging as due
demand,the act of demanding
demon,a devil
demon,a tutelary spirit or internal voice
demonstration,a manifestation
demonstration,"an expression , as of the feelings , by outward signs"
demonstration,the exhibition and explanation of a dissection or other anatomical preparation
den,a haunt
denial,"a refusal to admit the truth of a statement , charge , imputation , etc"
departure,separation or removal from a place
dependence,the state of being influenced and determined by something
dependent,consequence
deposit,a natural occurrence of a useful mineral under the conditions to invite exploitation
deposit,"that which is deposited , or laid or thrown down"
depression,a sinking
depression,the act of depressing
depth,completeness
depth,"perpendicular measurement downward from the surface , or horizontal measurement backward from the front"
derision,mockery
descent,sudden attack
descent,"the act of descending , or passing downward"
description,a delineation by marks or signs
description,an enumeration of the essential qualities of a thing or species
description,a sketch or account of anything in words
desertion,"abandonment of a service , a cause , a party , a friend , or any post of duty"
